osm_id,name,brand,brand_classified,lat,lon,area_sqm,address,operator,source
way/677864691,Aldi,Aldi,aldi,-27.346882,152.976614,2356.4,"630-636 Albany Creek Road, Albany Creek, QLD, 4035",,way
way/678070155,Grocery Outlet,Grocery Outlet,independent,-33.026302,116.881115,197.4,,,way
way/679348046,Grocery Outlet,Grocery Outlet,independent,-38.165,145.155792,318.9,,,way
way/680247122,Woolworths,Woolworths,woolworths,-34.186098,142.158558,4285.3,"95-103 Langtree Avenue, Mildura, VIC, 3500",Woolworths Group,way
way/680370568,IGA,IGA,iga,-37.867743,144.761234,1048.9,"10 Aviation Road, Laverton, 3028",,way
way/685029012,IGA,IGA,iga,-27.352222,153.059882,899.8,,,way
way/685844544,Coles,Coles,coles,-19.199736,146.674734,3052.8,267-289 Mount Low Parkway,,way
way/686404253,Mt Barker IGA Fresh,,iga,-35.079417,138.865111,1706.3,"50 Wellington Road, Mount Barker, SA, 5251",,way
way/686411614,Woolworths Metro,Woolworths Metro,woolworths,-33.713455,150.331772,2377.8,,Woolworths Group,way
way/687252475,IGA,IGA,iga,-34.187063,142.15944,2620.9,,,way
way/688043539,,,independent,-37.625997,144.716517,376.6,,,way
way/688264534,Woolworths,Woolworths,woolworths,-34.45525,150.842993,3376.9,,Woolworths Group,way
way/689321392,IGA Tin Can Bay,IGA,iga,-25.915273,153.004035,905.6,,,way
way/691003273,IGA,IGA,iga,-34.231826,142.167199,2655.6,,,way
way/692660719,Salamanca Fresh,,independent,-43.031507,147.047626,435.7,"19 Main Street, Huonville, TAS, 7109",,way
way/693138433,Coles,Coles,coles,-33.365675,151.461454,1314.9,144-146 Wyong Road,,way
way/699297381,Aldi,Aldi,aldi,-37.917644,145.03412,2862.0,29 Centre Road,,way
way/699839601,Homeland Goodies,,independent,-42.981294,147.295115,109.8,"5 Mertonvale Circuit, Kingston, TAS, 7050",,way
way/701504212,Goodfellows Carrum Village Foodstore,,independent,-38.075899,145.123429,313.5,"510 Station Street, Carrum, VIC, 3197",,way
way/703972587,Aldi,Aldi,aldi,-31.781969,115.974128,1806.3,"The Promenade, Ellenbrook, WA, 6069",Aldi Australia,way
way/705708325,ALDI,ALDI,aldi,-32.287977,115.742658,1787.0,"10 Robinson Road, WA",Aldi Australia,way
way/706543896,Harrison's IGA,IGA,iga,-34.507108,144.843506,1465.2,,,way
way/706573191,ALDI,ALDI,aldi,-37.723387,144.962462,2238.1,1009-101 Sydney Road,,way
way/706844078,Foodworks,Foodworks,foodworks,-34.510126,144.843044,654.2,,,way
way/709826601,Woolworths,Woolworths,woolworths,-37.759013,145.06854,5509.3,"451 Lower Heidelberg Road, Heidelberg, VIC, 3084",Woolworths Group,way
way/710935527,ALDI,ALDI,aldi,-31.973516,116.058202,1745.1,"17 Mead Street, WA",Aldi Australia,way
way/712043646,Foodworks,Foodworks,foodworks,-33.853264,150.985772,984.6,,,way
way/714958375,Coles,Coles,coles,-35.53491,138.637188,4559.0,"5 Adelaide Road, McCracken, SA, 5211",Coles Group,way
way/715994262,Foodworks,Foodworks,foodworks,-34.357195,146.901676,503.5,,,way
way/718299663,ALDI,ALDI,aldi,-34.017955,151.010845,1798.8,"509 Old Illawarra Road, Menai, NSW, 2234",,way
way/718299665,,,independent,-34.017256,151.011008,1700.6,,Harris Farm,way
way/719089067,Aldi,Aldi,aldi,-27.508569,153.025719,1967.0,"180 Fairfield Road, Fairfield, QLD",,way
way/723716141,Aldi,Aldi,aldi,-31.705026,115.801376,2271.8,"3 Jewel Way, Banksia Grove, WA, 6031",Aldi Australia,way
way/728029307,Baxter's IGA,IGA,iga,-43.065961,147.255569,830.2,"2 Beach Road, Snug, TAS, 7054",,way
way/728082171,Woolworths Metro,Woolworths Metro,woolworths,-33.884682,151.268644,287.5,"321 Old South Head Road, North Bondi, NSW, 2026",Woolworths Group,way
way/729012246,IGA,IGA,iga,-43.160959,147.076481,592.7,"28 Mary Street (Channel Highway), Cygnet, TAS, 7112",,way
way/729199109,5 Star Supermarket,,independent,-31.605663,152.467859,489.9,,,way
way/729765593,IGA,IGA,iga,-41.525271,146.844945,1751.5,"45 Meander Valley Road, Westbury, TAS, 7303",,way
way/730975243,Aldi,Aldi,aldi,-33.924373,151.079344,1698.2,"212-226 Haldon Street, Lakemba, NSW, 2195",Aldi,way
way/732260232,Aldi,Aldi,aldi,-27.639381,153.046021,1791.1,27 Illaweena Street,,way
way/732485980,Foodworks,Foodworks,foodworks,-37.78798,144.930474,243.9,"306 Racecourse Road, 3031",,way
way/732794557,IGA,IGA,iga,-27.845901,153.36783,1422.5,,,way
way/734092031,Foodworks,Foodworks,foodworks,-32.343202,152.515001,236.6,,,way
way/746576348,No Frills Foodmarket,,independent,-42.843901,147.297531,13308.6,"44 Gormanston Road, Moonah, TAS, 7009",Tasfresh,way
way/746576350,Island Markets,,independent,-42.843041,147.296632,2633.5,"54-56 Gormanston Road, Moonah, TAS, 7009",,way
way/747454539,Foodland,Foodland,foodland,-34.821209,138.955056,495.2,,Foodland,way
way/760418870,ALDI,ALDI,aldi,-37.829594,140.783426,2078.5,58-74 Commercial Street East,Aldi,way
way/762772589,ALDI,ALDI,aldi,-38.24731,144.540184,2002.7,"Coastal Boulevard, 3226",,way
way/763258914,IGA,IGA,iga,-28.77364,114.613955,3743.2,,,way
way/763530304,Coles,Coles,coles,-33.375336,151.4724,3649.0,"Bay Village Road, 2261",Coles Group,way
way/763530323,Woolworths,Woolworths,woolworths,-33.373589,151.472765,2720.0,"12 Bay Village Road, 2261",,way
way/768029505,Hahndorf Fruit & Veg Market,,independent,-35.020306,138.799001,1319.3,182 Mount Barker Road,,way
way/772104414,Urbenville General Store and Takeaway,,independent,-28.472398,152.548398,536.9,43 Urben Street,,way
way/772696571,Drakes,Drakes,drakes,-34.422888,137.918381,1251.7,,Drakes,way
way/773908566,SUPA IGA,,iga,-27.638903,153.249814,2568.1,,,way
way/775426748,Aldi,Aldi,aldi,-37.287818,144.948313,1493.2,97 Sydney Street,,way
way/775434668,Friendly Grocer,,friendly_grocer,-31.961212,141.46137,352.0,,,way
way/775436437,IGA,IGA,iga,-33.887019,151.229213,1568.1,,IGA,way
way/778203930,Woolworths,Woolworths,woolworths,-33.916453,151.150394,2836.3,"463 Illawarra Road, Marrickville",Woolworths Group,way
way/778204769,IGA,IGA,iga,-33.903187,151.143262,1189.3,,,way
way/778206509,Coles,Coles,coles,-33.92598,151.12448,1878.0,5-13 Clarke Street,Coles Group,way
way/778536100,Aldi,Aldi,aldi,-28.865685,153.045774,2218.8,"139 Centre Street, Casino, NSW, 2470",,way
way/778706664,Spanos Supa IGA,IGA,iga,-28.21112,152.034062,2104.4,"18 Palmerin Street, Warwick, QLD, 4370",,way
way/778708134,Woolworths,Woolworths,woolworths,-33.384897,148.005487,2951.9,141-145 Rankin Street,Woolworths Group,way
way/778709010,Woolworths,Woolworths,woolworths,-33.133872,148.174624,3326.8,"299 Clarinda Street, Parkes, NSW, 2870",Woolworths Group,way
way/779225737,Foodworks,Foodworks,foodworks,-37.772955,145.058494,1276.6,,,way
way/780427028,Coles,Coles,coles,-37.358245,144.525476,4323.9,61 High Street,,way
way/780668556,Foodland,Foodland,foodland,-34.953003,138.87464,2545.5,"25 Onkaparinga Valley Scenic Drive, Woodside, SA, 5244",Klose's,way
way/781473907,ALDI,ALDI,aldi,-34.620696,138.739287,2044.6,1 Tulloch Road,,way
way/782911108,IGA,IGA,iga,-38.285485,144.614194,471.5,,IGA,way
way/785744975,Aldi,Aldi,aldi,-33.185693,138.010288,1812.1,8 Wandearah Road,ALDI,way
way/786101507,Spudshed,Spudshed,independent,-32.114914,116.014548,4003.3,,Galati Group,way
way/793705147,,,independent,-31.905239,115.951028,1356.5,,,way
way/794149458,Foodland,Foodland,foodland,-34.926748,138.519746,1267.6,"Henley Beach Road, SA",Romeo's,way
way/797252398,Woolworths,Woolworths,woolworths,-37.830399,140.789325,214.4,,Woolworths Online Pick Up,way
way/803191846,Capel Fresh IGA,,iga,-33.553531,115.563681,1075.1,,,way
way/804041931,Coles,Coles,coles,-42.831823,147.274317,4698.0,"387-393 Main Road, Glenorchy, TAS, 7010",Coles Group,way
way/804041933,Woolworths,Woolworths,woolworths,-42.831672,147.273593,6204.7,,Woolworths Group,way
way/805125979,Coles,Coles,coles,-27.802393,153.101977,3705.4,2-24 Waldron Street,Coles Group,way
way/808302814,IGA Wangi Plus Liquor,IGA,iga,-33.069509,151.589449,1001.1,226 Watkins Road,,way
way/812668866,2 Mile SVS Supermarket,,independent,-9.472021,147.186609,3195.8,,,way
way/813771819,Woolworths,Woolworths,woolworths,-32.940209,151.658635,3312.9,,Woolworths Group,way
way/814492805,Aldi,Aldi,aldi,-32.94085,151.659665,1580.4,49 Harrison Street,,way
way/815187745,Latham Shopping Hub,,independent,-35.218487,149.032069,221.8,,,way
way/817063167,Aldi,Aldi,aldi,-34.915777,138.628059,1592.1,"76 Magill Road, SA",ALDI,way
way/820346164,Aldi,Aldi,aldi,-28.813537,153.279382,1823.9,"44 Ballina Road, Lismore, NSW, 2480",,way
way/820388594,Kallista Organic Market,,independent,-37.884365,145.370093,383.3,3 Church Street,,way
way/821454225,Asian Grocery,,independent,-36.756792,144.282936,480.4,"126 McCrae Street, Bendigo, VIC, 3550",,way
way/822144213,Spar,Spar,spar,-17.343706,145.92289,1029.9,,Spar,way
way/824379615,IGA,IGA,iga,-34.173627,142.194024,3237.4,"143 Hendy Road, Buronga, NSW, 2739",,way
way/824390572,Aldi,Aldi,aldi,-25.292017,152.891294,2083.6,,,way
way/826340453,Foodworks,Foodworks,foodworks,-37.847402,144.949067,338.6,189 Victoria Avenue,,way
way/826855625,Coles Local,Coles,coles,-37.82002,145.035403,1401.3,689-699 Glenferrie Road,Coles Group,way
way/828431500,Woolworths Metro,Woolworths Metro,woolworths,-33.86114,151.171218,1144.5,,Woolworths Group,way
way/829687117,Asian Foods Emporium Grocery,,independent,-36.760588,144.28309,784.1,"65 Williamson Street, Bendigo, VIC, 3550",,way
way/835224325,Woolworths,Woolworths,woolworths,-31.986556,116.008103,3071.4,20 Strelitzia Avenue,Woolworths Group,way
way/835224336,Coles,Coles,coles,-31.987382,116.010154,3143.6,"20 Strelitzia Avenue, WA",Coles Group,way
way/835243944,IGA,IGA,iga,-31.647273,115.707451,1467.2,,,way
way/836623646,ALDI,Aldi,aldi,-33.140736,148.175341,1735.8,"11-27 Caledonia Street, Parkes, NSW, 2870",Aldi,way
way/836623647,Coles,Coles,coles,-33.135341,148.173349,2568.6,"35-51 Bogan Street, Parkes, NSW, 2870",Coles Group,way
way/836660881,Gumtree,,independent,-37.841325,144.955581,309.2,87-89 Dundas Place,,way
way/837263906,Foodworks,Foodworks,foodworks,-37.841475,144.953978,214.6,,,way
way/837285833,Aldi,Aldi,aldi,-34.297092,146.050282,2043.2,"4-6 Oakes Road, Griffith, NSW, 2680",,way
way/837695690,Bendigo Wholefoods,,independent,-36.761287,144.281465,341.2,"314 Lyttleton Terrace, Bendigo, VIC, 3550",,way
way/837781787,ALDI,ALDI,aldi,-32.243774,115.815361,1796.8,32 Meares Avenue,,way
way/839545542,ALDI,ALDI,aldi,-32.819263,151.482754,1748.9,106-112 Barton Street,,way
way/843658687,Leigh Creek Foodland,,foodland,-30.591835,138.398908,1386.9,"Black Oak Drive, Leigh Creek, SA, 5731",,way
way/846875437,Mallala IGA,IGA,iga,-34.437669,138.510306,386.8,,,way
way/847205124,The Source Bulk Foods,The Source Bulk Foods,independent,-38.142078,144.348264,197.9,210 Pakington Street,,way
way/852561827,IGA,IGA,iga,-43.16417,146.926691,527.9,"9 Church Street, Geeveston, TAS, 7116",,way
way/852588751,IGA,IGA,iga,-31.733351,115.724065,539.7,,,way
way/857007106,,,independent,-35.048507,138.863776,1435.4,,,way
way/857699735,Aldi,Aldi,aldi,-33.964534,137.710857,1979.1,10 Frances Terrace,,way
way/857935706,Goods Grocer,,independent,-37.864618,144.814126,620.0,"2 Harrington Square, Altona, VIC, 3018",,way
way/859917291,Aldi,Aldi,aldi,-27.522889,153.219132,1759.9,"157-169 Finucane Road, Alexandra Hills, QLD, 4161",,way
way/860255666,IGA Murwillumbah,IGA,iga,-28.3269,153.396142,415.0,114 Murwillumbah Street,,way
way/863660033,IGA,IGA,iga,-27.262086,152.056251,1030.7,"9 Curnow Street, Crows Nest, QLD, 4355",locally owned,way
way/864087887,Ritches IGA,IGA,iga,-37.828192,145.034615,1056.3,"550 Glenferrie Road, Hawthorn, VIC, 3122",,way
way/864982001,Aldi,Aldi,aldi,-27.540759,151.952194,1694.3,1-7 Parrot Street,,way
way/864996187,Coles,Coles,coles,-27.5646,151.913809,4870.7,114-128 Glenvale Road,Coles Group,way
way/866262033,Jwan Market,,independent,-27.544078,151.960809,209.9,,,way
way/867737640,,,independent,-10.851021,142.367538,676.0,,,way
way/868318862,Beetros Brothers,,independent,-27.558278,151.950621,2339.6,,,way
way/871538770,IGA,IGA,iga,-26.481163,153.094559,1731.5,"215 David Low Way, Peregian Beach, QLD, 4573",,way
way/875600544,Aldi,Aldi,aldi,-27.472995,153.098919,1637.1,,,way
way/875654863,Coles,Coles,coles,-38.170233,144.348755,5678.6,65 High Street,Coles Group,way
way/875934616,ALDI,ALDI,aldi,-36.717162,144.250297,1708.7,"4-8 Peg Leg Road, Eaglehawk, VIC, 3556",Aldi,way
way/879111184,Woolworths,Woolworths,woolworths,-28.807574,153.582768,8501.9,"Hutley Drive, Lennox Head, NSW, 2478",Woolworths Group,way
way/879863586,IGA,IGA,iga,-37.873243,145.025038,759.6,73 Hawthorn Road,,way
way/881005420,Spar,Spar,spar,-27.629356,153.364998,743.2,"41 Southsea Terrace, Macleay Island, QLD, 4184",,way
way/882186075,IGA,IGA,iga,-23.347989,150.537919,1780.1,,,way
way/882594024,IGA,IGA,iga,-31.962864,115.914735,1029.8,,,way
way/882991440,Harris Farm Markets,Harris Market Farms,harris_farm,-32.93521,151.768601,5319.6,,,way
way/887704323,Aldi,Aldi,aldi,-27.191813,153.022838,1571.3,428-438 Deception Bay Road,,way
way/890887701,,,independent,-9.808156,147.679407,904.3,,,way
way/890887704,,,independent,-9.80828,147.67849,656.1,,,way
way/890950202,Foodworks,Foodworks,foodworks,-36.440388,145.226651,1074.0,,,way
way/890950217,IGA,IGA,iga,-36.44061,145.229286,3291.2,,Ritchies,way
way/890988611,IGA,IGA,iga,-35.904689,144.30117,329.1,,,way
way/891053982,IBIS Rosehill,,independent,-10.569903,142.224096,268.7,"60 Waiben Esplanade, Thursday Island",Islanders Board of Industry and Service,way
way/891382204,Foodworks,Foodworks,foodworks,-30.642392,151.499577,916.4,100 Bridge Street,,way
way/892234985,Market Organics,,independent,-27.603816,152.761826,561.4,,,way
way/893993075,Woolworths,Woolworths,woolworths,-36.383454,145.41146,3507.9,,,way
way/894009103,Coles,Coles,coles,-36.382621,145.400924,3329.5,"25-31 Vaughan Street, Shepparton, VIC, 3630",Coles Group,way
way/895470586,IGA Express New Norfolk,IGA,iga_express,-42.773004,147.043651,917.6,"41-45 Benjamin Terrace, New Norfolk, TAS, 7140",,way
way/897346810,Coles,Coles,coles,-38.151144,145.196636,3723.9,230 Cranbourne-Frankston Road,Coles Group,way
way/901830254,QE Foodstores,,independent,-33.908035,151.248748,270.0,"62 Frenchmans Road, Randwick, NSW, 2031",QE Foodstores,way
way/902713937,Woolworths Metro,Woolworths Metro,woolworths,-37.818976,144.953293,843.1,3008,Woolworths Group,way
way/904222545,,,independent,-10.579473,142.210317,305.8,,,way
way/905375827,IGA,IGA,iga,-18.194791,125.568407,1309.7,,,way
way/906522609,Friendly Grocer,,friendly_grocer,-35.358149,149.220369,263.9,,,way
way/907638448,IGA,IGA,iga,-37.786932,145.378825,1479.8,"38-40 York Road, Mount Evelyn",Mount Evelyn Supa IGA,way
way/913365616,APCO IGA,IGA,iga,-35.121477,147.389582,823.7,,,way
way/913365617,Aldi,Aldi,aldi,-35.115633,147.372874,2531.2,11 Berry Street,,way
way/914690819,Aldi,Aldi,aldi,-28.821132,153.326949,1913.9,15 Simeoni Drive,,way
way/914977649,ALDI,ALDI,aldi,-28.77682,114.626849,1822.3,"North West Coastal Highway & Eastward Road, Wonthella, WA, 6530",,way
way/923728704,Valley Road Supermarket,,independent,-41.186924,146.343783,523.3,,,way
way/925025177,IGA Iluka plus liquor,IGA,iga,-29.405118,153.349557,1026.7,1 Young street,,way
way/926437413,ALDI,ALDI,aldi,-34.033035,151.099357,3277.2,14-16 Wandella Road,ALDI,way
way/940618948,,,independent,-10.015226,148.474704,340.9,,,way
way/944890500,SPAR Woombye,,spar,-26.660862,152.965591,1136.7,"20 Blackall Street, Woombye, QLD, 4559",SPAR Australia Ltd,way
way/951866147,ALDI,ALDI,aldi,-34.680906,138.702428,1647.8,15 Main Terrace,,way
way/956272291,The Happy Apple,,independent,-37.805987,144.891545,904.1,"176-178 Victoria Street, Seddon, VIC, 3011",,way
way/956295827,IGA,IGA,iga,-28.328252,153.406527,1513.9,,,way
way/956455009,Tango Supermarket,,independent,-9.465639,147.195342,2084.4,,,way
way/956455020,Stop N Shop Supermarket,,independent,-9.466841,147.195078,1582.0,,,way
way/956517178,,,independent,-9.478231,147.199791,1069.9,,,way
way/956556570,Ritchies IGA,Ritchies,iga,-34.168396,142.061335,2987.8,"100-106 Commercial Street, Merbein, VIC, 3505",,way
way/957494381,IGA George Town,,iga,-41.098028,146.823313,494.8,,,way
way/958343809,JMart Supermarket Erima,,independent,-9.437391,147.20393,3319.7,,,way
way/958361091,,,independent,-9.430474,147.16763,978.3,,,way
way/958520184,,,independent,-9.454896,147.175602,2463.7,,,way
way/958520188,,,independent,-9.453543,147.175994,1408.9,,,way
way/959020668,IGA Everfresh,IGA,iga,-27.234165,153.038203,2110.0,,,way
way/959085124,Kalamunda IGA Food Market,IGA,iga,-31.971618,116.056351,909.9,"12 Canning Road, Kalamunda, WA, 6076",IGA,way
way/960097794,Woolworths,Woolworths,woolworths,-34.844568,150.595982,3855.7,"320 Princes Highway, Bomaderry, NSW, 2541",Woolworths Group,way
way/963327014,IGA,IGA,iga,-28.54107,153.548359,273.2,"19 Booyun Street, 2483",,way
way/964548946,Coles,Coles,coles,-32.819894,151.478053,3572.9,259-277 Lang Street,,way
way/965311573,Lock Friendly Grocer,,friendly_grocer,-33.568219,135.756959,736.8,,,way
way/966014172,Coles,Coles,coles,-32.63023,115.63145,6107.1,"71 Dandaragan Drive, Dawesville, WA, 6211",Coles Group,way
way/966014182,Dawesville Shopping Centre,IGA,iga,-32.634463,115.638702,1752.4,,,way
way/970241141,ALDI,ALDI,aldi,-34.764876,138.645194,1757.7,41-49 Park Terrace,,way
way/970895620,Coles,Coles,coles,-38.174075,144.572936,4271.2,"24-32 Murradoc Road, Drysdale, VIC, 3222",Coles Group,way
way/971814379,,,independent,-9.391916,147.160782,2614.9,"Gerehu Drive, Port Moresby",,way
way/971814380,,,independent,-9.39155,147.160657,451.0,Modiki Road,,way
way/971814381,,,independent,-9.39144,147.160803,389.6,Modiki Road,,way
way/971814382,,,independent,-9.391345,147.16069,227.1,Modiki Road,,way
way/972113446,,,independent,-9.453797,147.206956,340.7,"Morea-Tobo Road, Port Moresby",,way
way/972113450,,,independent,-9.453911,147.206695,317.8,"Morea-Tobo Road, 6 Mile",,way
way/972113451,,,independent,-9.453824,147.20664,357.4,"Morea-Tobo Road, 6 Mile",,way
way/972392705,1 Stop Hypermart,,independent,-9.465105,147.218182,7417.5,Magi Highway,,way
way/974207292,ALDI,ALDI,aldi,-34.206547,142.134969,1857.7,"858 Fifteenth Street, Mildura, VIC, 3500",,way
way/974873917,IGA,IGA,iga,-32.931374,117.181346,601.1,,,way
way/975412003,ALDI,ALDI,aldi,-35.266801,138.484317,1826.2,1 Main South Road,,way
way/976291987,IGA,IGA,iga,-35.45039,149.083881,562.4,114 Lewis Luxton Avenue,IGA,way
way/976797014,Friendly Grocer Augathella,,friendly_grocer,-25.795678,146.584208,586.3,"74 Main Street, Augathella, QLD, 4477",,way
way/976800641,IGA,IGA,iga,-34.790415,138.653935,1215.9,,,way
way/978303313,The Happy Apple,Woolworths Metro,woolworths,-37.773422,144.915463,401.1,"181-183 Union Road, Ascot Vale, VIC, 3032",,way
way/980537822,Foodworks,Foodworks,foodworks,-37.735982,145.048517,347.2,"Waterdale Road, Heidelberg West, VIC, 3081",,way
way/980814861,,,independent,-24.125123,133.086738,779.0,,,way
way/980904817,Coles,Coles,coles,-31.077102,150.918139,2714.8,,Coles Group,way
way/981103116,Beswick Store,,independent,-14.554767,133.114347,770.0,,,way
way/981118129,Yaralin Store,,independent,-16.448486,130.883075,509.4,,,way
way/981155310,IGA,IGA,iga,-12.250599,136.890594,692.3,,,way
way/982452475,Weterngerr Store,,independent,-20.461865,135.251071,234.9,,,way
way/985354292,Stop and Shop Rainbow,,independent,-9.400418,147.160419,2077.4,"Goro-Kaeaga Road, Port Moresby",CPL Group,way
way/988249277,Imanpa General Store,,independent,-25.128942,132.571491,379.9,,,way
way/988797079,Kiah Organic & Wholefoods Warehouse,,independent,-27.529886,153.07285,416.1,1230 Logan Road,,way
way/989027834,Woolworths Metro,Woolworths Metro,woolworths,-33.914081,151.20625,944.4,,Woolworths Group,way
way/992117937,ALDI,ALDI,aldi,-37.975335,145.067755,1778.9,27 Nepean Highway,,way
way/996216312,Mozin Plaza,,independent,-9.38763,147.15678,3483.9,"Ganavali Avenue, Port Moresby",,way
way/997925057,ALDI,ALDI,aldi,-26.201149,152.667173,2058.1,"43-47 Hyne Street, Gympie, QLD, 4570",,way
way/998084080,IGA,IGA,iga,-24.947246,150.076029,1057.8,,Cornetts Supermarkets,way
way/998643306,Woolworths,Woolworths,woolworths,-32.080819,115.80743,3328.1,,Woolworths Group,way
way/998888960,Foodworks,Foodworks,foodworks,-38.117946,145.159951,536.9,,,way
way/1000255922,IGA,IGA,iga,-37.854548,145.011668,190.7,,,way
way/1000265858,IGA,IGA,iga,-37.844462,145.299401,601.4,,,way
way/1006309843,Coles,Coles,coles,-29.773698,151.110206,4463.3,"12 Byron Street, Inverell, NSW, 2360",Coles Group,way
way/1007834906,Coles,Coles,coles,-27.403323,153.031079,4349.8,"346-366 Gympie Road, Kedron, QLD, 4031",Coles Group,way
way/1009878232,Aldi,Aldi,aldi,-32.245731,148.612306,1794.2,"176 Talbragar Street, Dubbo, 2830",,way
way/1011190502,Woolworths,Woolworths,woolworths,-34.930239,150.756375,1830.9,,Woolworths Group,way
way/1011331879,IGA plus Liquor,IGA,iga,-34.436321,148.71774,1251.8,"91-93 Pudman Street, Boorowa, NSW, 2586",,way
way/1013870731,IGA,IGA,iga,-35.089599,150.598856,2486.2,,,way
way/1014238723,Coles,Coles,coles,-33.674191,115.250139,4690.7,"18 Napoleon Promenade, Vasse, WA, 6280",,way
way/1016791916,Foodworks,Foodworks,foodworks,-37.463221,144.677527,950.8,,,way
way/1017034257,Woolworths,Woolworths,woolworths,-33.795333,150.788232,3809.1,,Woolworths Group,way
way/1017738155,IGA,IGA,iga,-33.84203,150.846731,1503.4,"8-12 Horsley Road, Horsley Park, NSW, 2175",,way
way/1019628437,Woolworths,Woolworths,woolworths,-30.283585,153.130563,4133.8,,,way
way/1019628515,Ritchies IGA,IGA,iga,-30.283146,153.132851,3174.3,,,way
way/1020010557,Friendly Grocer Point Vernon,,friendly_grocer,-25.267914,152.8234,237.6,15-17 Preston Street,Friendly Grocer,way
way/1021343495,Ritchies,Ritchies,ritchies,-31.430451,152.910107,3790.0,,,way
way/1021870732,IGA,IGA,iga,-37.882261,145.294347,579.2,"107 Station Street, Ferntree Gully, VIC, 3156",,way
way/1021909302,Coles,Coles,coles,-27.925348,153.3054,4296.1,2 Norris Street,Coles Group,way
way/1022221778,Foodworks,Foodworks,foodworks,-37.882594,145.296635,537.7,,,way
way/1023515331,Woolworths,Woolworths,woolworths,-38.141132,145.207526,3226.1,,Woolworths Group,way
way/1023817211,IGA,IGA,iga,-37.686436,143.366009,363.9,,,way
way/1024194530,IGA,IGA,iga,-42.850751,147.361432,674.7,"121-125 East Derwent Highway, Lindisfarne, TAS, 7015",,way
way/1025524782,IGA,IGA,iga,-37.646264,143.683596,370.8,40 Brooke Street,,way
way/1030257502,Aldi,Aldi,aldi,-34.085417,150.800895,1923.7,"45 Woodhouse Drive, Ambarvale, NSW, 2560",,way
way/1031050120,IGA,IGA,iga,-42.748496,147.265907,408.9,"124 Lamprill Circle, Herdsmans Cove, TAS, 7030",,way
way/1032476081,Woolworths,Woolworths,woolworths,-29.771445,151.112327,3436.6,16 Sweaney Street,,way
way/1032827206,Supermarket Super TOP Amabi,,independent,-10.18222,123.61323,2181.9,,,way
way/1033380861,Coles,Coles,coles,-32.900806,151.741897,5063.9,77 Maitland Road,Coles Group,way
way/1033660875,Woolworths,Woolworths,woolworths,-37.915471,144.995305,3283.1,104 Church Street,Woolworths Group,way
way/1035476930,IGA,IGA,iga,-31.9212,115.837856,469.7,,,way
way/1035666160,Woolworths,Woolworths,woolworths,-32.103124,115.762593,3080.3,"6 Calypso Parade, North Coogee, WA, 6163",Woolworths Group,way
way/1036694734,ALDI,ALDI,aldi,-37.727979,145.111079,1669.1,45 Main Road,,way
way/1037463228,IGA,IGA,iga,-28.415318,151.081425,892.4,55 Albert Street,,way
way/1037464163,Dowlings Spar,Spar,spar,-28.414491,151.081462,477.5,42 Albert Street,,way
way/1039825454,Woolworths,Woolworths,woolworths,-37.959711,145.055483,8256.5,,Woolworths Group,way
way/1043241254,Foodworks,Foodworks,foodworks,-34.306709,142.188767,890.8,,,way
way/1043256259,Ritchies IGA & Liquor,IGA,iga,-34.305425,142.188423,1815.8,"1-13 Ilex Street, Red Cliffs, VIC, 3496",,way
way/1046710937,Taste Organic,,independent,-33.727785,151.141902,303.6,"20 Princes Street, Turramurra, NSW, 2074",,way
way/1054186882,IGA,IGA,iga,-37.757627,145.128702,1913.8,,,way
way/1054575929,Spar,Spar,spar,-27.938304,152.624643,275.0,,,way
way/1054595630,ALDI,ALDI,aldi,-38.231413,144.370661,1899.0,35-43 Central Boulevard,,way
way/1055623347,ALDI,ALDI,aldi,-27.452578,151.943382,1801.1,73 Highfields Road,,way
way/1057495114,Friendly Grocer,,friendly_grocer,-32.724251,148.191284,981.8,"73-75 Caswell Street, Peak Hill, NSW, 2869",,way
way/1057586382,MA-B1 African Market,,independent,-37.744085,144.796952,86.0,"93 Main Road West, St Albans, VIC, 3021",,way
way/1057586384,MKS Spices 'n Things,,independent,-37.744421,144.803725,507.5,"276-278 Main Road East, St Albans, VIC, 3021",,way
way/1063333841,IGA,IGA,iga,-35.255707,149.441878,2111.5,"34-40 Malbon Street, Bungendore, NSW, 2621",,way
way/1065059569,Seaford Friendly Grocer,,friendly_grocer,-38.103592,145.12614,299.9,127 Nepean Highway,,way
way/1069152838,Foodworks,Foodworks,foodworks,-37.959948,146.985823,258.5,"87A Powerscourt Street, Maffra, VIC, 3860",,way
way/1070848085,Aldi,Aldi,aldi,-34.947689,138.642545,1953.9,"499-505 Portrush Road, Glenunga, SA",Aldi,way
way/1072891060,IGA Baranduda,IGA,iga,-36.179436,146.947234,1370.2,,iga,way
way/1074980045,High Fresh,,independent,-27.573217,153.064147,653.4,"317 Mains Road, Sunnybank, QLD, 4109",,way
way/1077512968,,,independent,-9.12068,125.869724,316.2,,,way
way/1081289291,Woolworths,Woolworths,woolworths,-32.175799,152.498556,3751.5,,Woolworths Group,way
way/1083207079,Salamanca Fresh,,independent,-42.892058,147.32044,448.6,Davey Street,,way
way/1083981220,Woolworths,Woolworths,woolworths,-31.426513,152.894573,4266.1,,,way
way/1084336293,IGA,IGA,iga,-35.26204,149.145056,793.5,"9-11 Edgar Street, Ainslie, ACT, 2602",,way
