id,name,address,state,primary_rule,population_5km,pharmacies_5km,gps_2km,estimated_scripts,annual_revenue,annual_gp,setup_cost,payback_years,exit_value_12mo,flip_profit,profitability_score
supermarket_27601,Near Coles,"56, Burgundy Street, VIC, Australia",VIC,Item 136,164716,32,9,137363.0,1796287.0,592775.0,525000.0,0.9,718515.0,193515.0,100
gap_8773_4334,Gap: Priceline Pharmacy ↔ TerryWhite Chemmart Flagstone Central,Midpoint between  and FLAGSTONE,QLD,Item 131,10922,0,0,174752.0,2285218.0,754122.0,525000.0,0.7,914087.0,389087.0,100
gap_2473_2387,Gap: Coomera City Centre Chempro Chemist ↔ Jimboomba Day & Night Chempro Chemist,Midpoint between UPPER COOMERA and JIMBOOMBA,QLD,Item 131,10922,0,0,174752.0,2285218.0,754122.0,525000.0,0.7,914087.0,389087.0,100
gap_2504_7144,Gap: Tamborine Village Pharmacy ↔ Chemist Warehouse Coomera,Midpoint between TAMBORINE and Coomera,QLD,Item 131,18705,0,0,299280.0,3913662.0,1291508.0,525000.0,0.4,1565465.0,1040465.0,100
gap_8620_968,Gap: Brunswick Family Pharmacy ↔ Harvey Pharmacy,Midpoint between  and HARVEY,WA,Item 131,9628,0,0,154048.0,2014474.0,664776.0,525000.0,0.8,805790.0,280790.0,100
gap_8620_969,Gap: Brunswick Family Pharmacy ↔ Uduc Dispensary,Midpoint between  and HARVEY,WA,Item 131,9628,0,0,154048.0,2014474.0,664776.0,525000.0,0.8,805790.0,280790.0,100
gap_7487_7804,Gap: Healthpoint Pharmacy Snug ↔ Blooms The Chemist Huonville,Midpoint between Snug and ,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_131,Gap: Blooms The Chemist Huonville Arcade ↔ TerryWhite Chemmart Margate,Midpoint between HUONVILLE and MARGATE,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_7220,Gap: Blooms The Chemist Huonville Arcade ↔ TerryWhite Chemmart Channel Margate,Midpoint between HUONVILLE and Margate,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_130,Gap: Blooms The Chemist Huonville Arcade ↔ TerryWhite Chemmart Blackmans Bay,Midpoint between HUONVILLE and BLACKMANS BAY,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_7395,Gap: Blooms The Chemist Huonville Arcade ↔ Priceline Pharmacy Kingston,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_125,Gap: Blooms The Chemist Huonville Arcade ↔ TerryWhite Chemmart Kingston Town,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_114_124,Gap: Blooms The Chemist Huonville Arcade ↔ Priceline Pharmacy Kingston,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_131,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Margate,Midpoint between HUONVILLE and MARGATE,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_7220,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Channel Margate,Midpoint between HUONVILLE and Margate,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_130,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Blackmans Bay,Midpoint between HUONVILLE and BLACKMANS BAY,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_7395,Gap: Blooms The Chemist Huonville ↔ Priceline Pharmacy Kingston,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_125,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Kingston Town,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_124,Gap: Blooms The Chemist Huonville ↔ Priceline Pharmacy Kingston,Midpoint between HUONVILLE and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_112_7256,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Kingston Plaza,Midpoint between HUONVILLE and Kingston,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_131_7804,Gap: TerryWhite Chemmart Margate ↔ Blooms The Chemist Huonville,Midpoint between MARGATE and ,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7220_7804,Gap: TerryWhite Chemmart Channel Margate ↔ Blooms The Chemist Huonville,Midpoint between Margate and ,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_130,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Blackmans Bay,Midpoint between  and BLACKMANS BAY,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_7395,Gap: Blooms The Chemist Huonville ↔ Priceline Pharmacy Kingston,Midpoint between  and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_116,Gap: Blooms The Chemist Huonville ↔ Bayside Amcal Pharmacy,Midpoint between  and SANDY BAY,TAS,Item 131,13758,0,0,220128.0,2878597.0,949937.0,525000.0,0.6,1151439.0,626439.0,100
gap_8570_51,Gap: Amcal ↔ New Norfolk Amcal Community Pharmacy,Midpoint between Montrose and NEW NORFOLK,TAS,Item 131,10170,0,0,162720.0,2127877.0,702199.0,525000.0,0.7,851151.0,326151.0,100
gap_57_62,Gap: Claremont Pharmacy ↔ Richmond Pharmacy,Midpoint between CLAREMONT and RICHMOND,TAS,Item 131,8591,0,0,137456.0,1797502.0,593176.0,525000.0,0.9,719001.0,194001.0,100
gap_58_62,Gap: Claremont Plaza Advantage Pharmacy ↔ Richmond Pharmacy,Midpoint between CLAREMONT and RICHMOND,TAS,Item 131,8591,0,0,137456.0,1797502.0,593176.0,525000.0,0.9,719001.0,194001.0,100
gap_49_53,Gap: Blooms the Chemist New Norfolk ↔ Priceline Pharmacy Bridgewater,Midpoint between NEW NORFOLK and BRIDGEWATER,TAS,Item 131,12652,0,0,202432.0,2647188.0,873572.0,525000.0,0.6,1058875.0,533875.0,100
gap_51_53,Gap: New Norfolk Amcal Community Pharmacy ↔ Priceline Pharmacy Bridgewater,Midpoint between NEW NORFOLK and BRIDGEWATER,TAS,Item 131,12652,0,0,202432.0,2647188.0,873572.0,525000.0,0.6,1058875.0,533875.0,100
gap_7804_125,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Kingston Town,Midpoint between  and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_124,Gap: Blooms The Chemist Huonville ↔ Priceline Pharmacy Kingston,Midpoint between  and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_122,Gap: Blooms The Chemist Huonville ↔ TerryWhite Chemmart Kingston Plaza,Midpoint between  and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
gap_7804_121,Gap: Blooms The Chemist Huonville ↔ Kingborough Pharmacy,Midpoint between  and KINGSTON,TAS,Item 131,8603,0,0,137648.0,1800012.0,594004.0,525000.0,0.9,720005.0,195005.0,100
medical_centre_11,Campbelltown Medical & Dental Centre,"1 Cordeaux Street, Campbelltown NSW 2560",NSW,Item 136,79775,13,5,127640.0,1669138.0,550816.0,525000.0,1.0,667655.0,142655.0,90.6
medical_centre_164,Canning Vale Medical Centre,"290 Ranford Road, Canning Vale WA 6155",WA,Item 136,143694,21,2,121225.0,1585256.0,523135.0,525000.0,1.0,634103.0,109103.0,83.6
medical_centre_65,Heidelberg Medical Centre,"99 Burgundy Street, Heidelberg VIC 3084",VIC,Item 136,154167,33,8,118981.0,1555901.0,513447.0,525000.0,1.0,622360.0,97360.0,81.1
supermarket_27838,Near Woolworths,"451, Lower Heidelberg Road, Heidelberg, VIC, Australia",VIC,Item 136,154167,36,9,114667.0,1499490.0,494832.0,525000.0,1.1,599796.0,74796.0,76.3
medical_centre_157,North Lakes Medical Centre,"10 Endeavour Boulevard, North Lakes QLD 4509",QLD,Item 136,107515,26,12,114683.0,1499696.0,494900.0,525000.0,1.1,599879.0,74879.0,76.3
supermarket_28018,Near ALDI,"440-450, Chapel Road, Bankstown, NSW, Australia",NSW,Item 136,293665,57,5,113415.0,1483125.0,489431.0,525000.0,1.1,593250.0,68250.0,74.9
gap_127_4,Gap: Triabunna Pharmacy ↔ Central Highlands Pharmacy,Midpoint between TRIABUNNA and BOTHWELL,TAS,Item 131,6846,0,0,109536.0,1432394.0,472690.0,525000.0,1.1,572958.0,47958.0,70.6
medical_centre_146,Casey Medical Centre,"2 Lynbrook Boulevard, Lynbrook VIC 3975",VIC,Item 136,113387,19,2,105223.0,1375995.0,454078.0,525000.0,1.2,550398.0,25398.0,65.7
gap_62_52,Gap: Richmond Pharmacy ↔ Brighton Pharmacy,Midpoint between RICHMOND and BRIGHTON,TAS,Item 131,6527,0,0,104432.0,1365649.0,450664.0,525000.0,1.2,546260.0,21260.0,64.9
medical_centre_163,Ellenbrook Medical Centre,"22 Main Street, Ellenbrook WA 6069",WA,Item 136,47636,9,3,94510.0,1235898.0,407846.0,525000.0,1.3,494359.0,-30641.0,57.5
gap_8570_49,Gap: Amcal ↔ Blooms the Chemist New Norfolk,Midpoint between Montrose and NEW NORFOLK,TAS,Item 131,5820,0,0,93120.0,1217723.0,401849.0,525000.0,1.3,487089.0,-37911.0,56.8
medical_centre_124,IPN Medical Centre Werribee Plaza,"Werribee Plaza, Werribee VIC 3030",VIC,Item 136,111592,26,5,92580.0,1210662.0,399518.0,525000.0,1.3,484265.0,-40735.0,56.6
gap_8177_967,Gap: HealthSave Capel Pharmacy ↔ Boyanup Pharmacy,Midpoint between  and BOYANUP,WA,Item 131,5606,0,0,89696.0,1172948.0,387073.0,525000.0,1.4,469179.0,-55821.0,55.2
medical_centre_121,Woden Medical Centre,"16 Bowes Street, Woden ACT 2606",ACT,Item 136,81781,23,8,89414.0,1169259.0,385855.0,525000.0,1.4,467703.0,-57297.0,55.0
medical_centre_106,Joondalup Health Campus Medical Centre,"Shenton Avenue, Joondalup WA 6027",WA,Item 136,95838,31,11,86254.0,1127940.0,372220.0,525000.0,1.4,451176.0,-73824.0,53.5
medical_centre_150,Caroline Springs Medical Centre,"1 Aitken Boulevard, Caroline Springs VIC 3023",VIC,Item 136,103310,22,2,83367.0,1090180.0,359759.0,525000.0,1.5,436072.0,-88928.0,52.0
medical_centre_162,Murdoch Medical Centre,"100 Murdoch Drive, Murdoch WA 6150",WA,Item 136,64265,12,0,79095.0,1034324.0,341327.0,525000.0,1.5,413730.0,-111270.0,49.9
medical_centre_138,Norwest Medical Centre,"8 Columbia Court, Norwest NSW 2153",NSW,Item 136,172313,34,0,78772.0,1030091.0,339930.0,525000.0,1.5,412036.0,-112964.0,49.7
gap_8361_7220,Gap: Geeveston Pharmacy ↔ TerryWhite Chemmart Channel Margate,Midpoint between  and Margate,TAS,Item 131,4912,0,0,78592.0,1027742.0,339155.0,525000.0,1.5,411097.0,-113903.0,49.6
medical_centre_89,Caboolture Medical Centre,"54 King Street, Caboolture QLD 4510",QLD,Item 136,65839,18,5,77621.0,1015040.0,334963.0,525000.0,1.6,406016.0,-118984.0,49.1
medical_centre_180,Lake Macquarie Medical Centre,"7 Main Road, Charlestown NSW 2290",NSW,Item 136,108411,22,0,75416.0,986214.0,325451.0,525000.0,1.6,394486.0,-130514.0,48.0
medical_centre_12,Melbourne CBD Medical,"250 Collins Street, Melbourne VIC 3000",VIC,Item 136,312420,120,31,74361.0,972415.0,320897.0,525000.0,1.6,388966.0,-136034.0,47.5
medical_centre_156,Springfield Medical Centre,"1 Springfield Central Blvd, Springfield QLD 4300",QLD,Item 136,40622,8,0,72217.0,944375.0,311644.0,525000.0,1.7,377750.0,-147250.0,46.3
medical_centre_81,Gold Coast Medical Centre,"20 Scarborough Street, Southport QLD 4215",QLD,Item 136,104579,38,8,70363.0,920130.0,303643.0,525000.0,1.7,368052.0,-156948.0,45.3
gap_59_49,Gap: Chigwell Pharmacy ↔ Blooms the Chemist New Norfolk,Midpoint between CHIGWELL and NEW NORFOLK,TAS,Item 131,4350,0,0,69600.0,910154.0,300351.0,525000.0,1.7,364062.0,-160938.0,44.9
gap_57_49,Gap: Claremont Pharmacy ↔ Blooms the Chemist New Norfolk,Midpoint between CLAREMONT and NEW NORFOLK,TAS,Item 131,4350,0,0,69600.0,910154.0,300351.0,525000.0,1.7,364062.0,-160938.0,44.9
gap_57_51,Gap: Claremont Pharmacy ↔ New Norfolk Amcal Community Pharmacy,Midpoint between CLAREMONT and NEW NORFOLK,TAS,Item 131,4350,0,0,69600.0,910154.0,300351.0,525000.0,1.7,364062.0,-160938.0,44.9
gap_58_49,Gap: Claremont Plaza Advantage Pharmacy ↔ Blooms the Chemist New Norfolk,Midpoint between CLAREMONT and NEW NORFOLK,TAS,Item 131,4350,0,0,69600.0,910154.0,300351.0,525000.0,1.7,364062.0,-160938.0,44.9
gap_58_51,Gap: Claremont Plaza Advantage Pharmacy ↔ New Norfolk Amcal Community Pharmacy,Midpoint between CLAREMONT and NEW NORFOLK,TAS,Item 131,4350,0,0,69600.0,910154.0,300351.0,525000.0,1.7,364062.0,-160938.0,44.9
supermarket_27445,Near Coles,"2, Norris Street, QLD, Australia",QLD,Item 130,56194,13,1,69359.0,907008.0,299313.0,525000.0,1.8,362803.0,-162197.0,44.8
medical_centre_88,Logan Medical Centre,"10 Wembley Road, Logan Central QLD 4114",QLD,Item 136,118421,33,3,69102.0,903643.0,298202.0,525000.0,1.8,361457.0,-163543.0,44.7
medical_centre_16,Adelaide Medical Centre,"180 Pulteney Street, Adelaide SA 5000",SA,Item 136,186347,77,21,68805.0,899758.0,296920.0,525000.0,1.8,359903.0,-165097.0,44.5
gap_139_8361,Gap: Dover Pharmacy ↔ Geeveston Pharmacy,Midpoint between DOVER and ,TAS,Item 131,4140,0,0,66240.0,866215.0,285851.0,525000.0,1.8,346486.0,-178514.0,43.1
medical_centre_98,Marion Medical Centre,"866 Marion Road, Marion SA 5043",SA,Item 136,177345,47,1,63844.0,834886.0,275512.0,525000.0,1.9,333954.0,-191046.0,41.8
medical_centre_97,Noarlunga Medical Centre,"26 Goldsmith Drive, Noarlunga Centre SA 5168",SA,Item 136,67160,22,4,61670.0,806459.0,266131.0,525000.0,2.0,322584.0,-202416.0,40.5
medical_centre_135,GP Super Clinic Redcliffe,"16 Anzac Avenue, Redcliffe QLD 4020",QLD,Item 136,46663,18,7,61300.0,801621.0,264535.0,525000.0,2.0,320648.0,-204352.0,40.3
hospital_5108,Calvary Healthcare Tasmania - St John's Campus,"Calvary Healthcare Tasmania - St John's Campus, TAS, Australia",TAS,Item 135,56041,26,12,59777.0,781700.0,257961.0,525000.0,2.0,312680.0,-212320.0,39.4
gap_130_126,Gap: TerryWhite Chemmart Blackmans Bay ↔ Lauderdale Pharmacy,Midpoint between BLACKMANS BAY and LAUDERDALE,TAS,Item 131,3672,0,0,58752.0,768295.0,253537.0,525000.0,2.1,307318.0,-217682.0,38.8
gap_483_7305,Gap: Mt Compass Pharmacy ↔ TerryWhite Chemmart Aldinga Medical Centre,Midpoint between MOUNT COMPASS and Aldinga,SA,Item 131,3625,0,0,58000.0,758462.0,250292.0,525000.0,2.1,303385.0,-221615.0,38.4
gap_57_115,Gap: Claremont Pharmacy ↔ TerryWhite Chemmart Sorell,Midpoint between CLAREMONT and SORELL,TAS,Item 131,3558,0,0,56928.0,744443.0,245666.0,525000.0,2.1,297777.0,-227223.0,37.8
gap_57_113,Gap: Claremont Pharmacy ↔ Chemist Warehouse Sorell,Midpoint between CLAREMONT and SORELL,TAS,Item 131,3558,0,0,56928.0,744443.0,245666.0,525000.0,2.1,297777.0,-227223.0,37.8
gap_58_115,Gap: Claremont Plaza Advantage Pharmacy ↔ TerryWhite Chemmart Sorell,Midpoint between CLAREMONT and SORELL,TAS,Item 131,3558,0,0,56928.0,744443.0,245666.0,525000.0,2.1,297777.0,-227223.0,37.8
gap_58_113,Gap: Claremont Plaza Advantage Pharmacy ↔ Chemist Warehouse Sorell,Midpoint between CLAREMONT and SORELL,TAS,Item 131,3558,0,0,56928.0,744443.0,245666.0,525000.0,2.1,297777.0,-227223.0,37.8
shopping_centre_33531,Peppermint Bay Hotel,"3435, Channel Highway, Woodbridge, TAS",TAS,Item 131,3518,0,0,56288.0,736074.0,242904.0,525000.0,2.2,294430.0,-230570.0,37.4
gap_139_135,Gap: Dover Pharmacy ↔ South Arm Community Pharmacy,Midpoint between DOVER and SOUTH ARM,TAS,Item 131,3518,0,0,56288.0,736074.0,242904.0,525000.0,2.2,294430.0,-230570.0,37.4
medical_centre_5,GP Plus Super Clinic Kingston,"2 Redwood Road, Kingston TAS 7050",TAS,Item 136,24987,8,3,55082.0,720309.0,237702.0,525000.0,2.2,288124.0,-236876.0,36.6
gap_8177_971,Gap: HealthSave Capel Pharmacy ↔ Collie healthSAVE Pharmacy,Midpoint between  and COLLIE,WA,Item 131,3368,0,0,53888.0,704689.0,232547.0,525000.0,2.3,281876.0,-243124.0,35.9
gap_8177_7517,Gap: HealthSave Capel Pharmacy ↔ Unknown Pharmacy,Midpoint between  and ,WA,Item 131,3368,0,0,53888.0,704689.0,232547.0,525000.0,2.3,281876.0,-243124.0,35.9
gap_8177_972,Gap: HealthSave Capel Pharmacy ↔ TerryWhite Chemmart Collie,Midpoint between  and COLLIE,WA,Item 131,3368,0,0,53888.0,704689.0,232547.0,525000.0,2.3,281876.0,-243124.0,35.9
supermarket_27403,Near Woolworths,"Santa Maria Court, Cooloola Cove, QLD, Australia",QLD,Item 130,6606,1,0,52848.0,691089.0,228059.0,525000.0,2.3,276436.0,-248564.0,35.3
gap_8177_965,Gap: HealthSave Capel Pharmacy ↔ Dalyellup Pharmacy,Midpoint between  and DALYELLUP,WA,Item 131,3128,0,0,50048.0,654474.0,215976.0,525000.0,2.4,261790.0,-263210.0,33.5
gap_8177_962,Gap: HealthSave Capel Pharmacy ↔ Pharmacy 777 Usher,Midpoint between  and BUNBURY,WA,Item 131,3128,0,0,50048.0,654474.0,215976.0,525000.0,2.4,261790.0,-263210.0,33.5
medical_centre_1,TAS Family Medical Centre,"1-3 Reeves Street, South Burnie TAS 7320",TAS,Item 136,17800,8,7,49365.0,645547.0,213030.0,525000.0,2.5,258219.0,-266781.0,33.0
hospital_5099,The Hobart Clinic,"31, Chipmans Road, Rokeby, TAS",TAS,Item 135,19842,6,1,48981.0,640526.0,211374.0,525000.0,2.5,256210.0,-268790.0,32.8
supermarket_27583,Near ALDI,"120, Nepean Highway, VIC, Australia",VIC,Item 130,13469,4,1,46549.0,608716.0,200876.0,525000.0,2.6,243486.0,-281514.0,31.1
medical_centre_116,Palmerston Medical Centre,"9 Temple Terrace, Palmerston NT 0830",NT,Item 136,39405,13,0,45034.0,588910.0,194340.0,525000.0,2.7,235564.0,-289436.0,30.0
supermarket_26989,Near IGA,"NT, Australia (OSM:173081274)",TAS,Item 130,14059,5,2,43489.0,568705.0,187673.0,525000.0,2.8,227482.0,-297518.0,28.9
medical_centre_38,Newcastle Family Medical Practice,"160 Hunter Street, Newcastle NSW 2300",NSW,Item 136,49341,26,6,43274.0,565889.0,186743.0,525000.0,2.8,226356.0,-298644.0,28.8
medical_centre_111,Mandurah Medical Centre,"3 Pinjarra Road, Mandurah WA 6210",WA,Item 136,39316,15,1,42461.0,555263.0,183237.0,525000.0,2.9,222105.0,-302895.0,28.2
supermarket_26849,Near Norwood IGA,"Norwood IGA, TAS, Australia",TAS,Item 130,47586,19,1,41114.0,537649.0,177424.0,525000.0,3.0,215059.0,-309941.0,27.1
medical_centre_82,Townsville Medical Centre,"320 Sturt Street, Townsville QLD 4810",QLD,Item 136,54523,22,1,40963.0,535675.0,176773.0,525000.0,3.0,214270.0,-310730.0,27.0
hospital_5120,Calvary - St Luke's Hospital,"Calvary - St Luke's Hospital, TAS, Australia",TAS,Item 135,51240,24,3,40664.0,531761.0,175481.0,525000.0,3.0,212704.0,-312296.0,26.8
supermarket_26922,Near Coles,"198, Charles Street, Launceston, TAS, 7250",TAS,Item 135,51240,25,2,36577.0,478321.0,157846.0,525000.0,3.3,191328.0,-333672.0,23.4
hospital_5118,St Vincents Hospital,"5, Frederick Street, Launceston, TAS",TAS,Item 135,51240,25,2,36577.0,478321.0,157846.0,525000.0,3.3,191328.0,-333672.0,23.4
hospital_5121,Alcohol and Drug Services,"St Johns Avenue, TAS",TAS,Item 135,59129,40,7,35997.0,470725.0,155339.0,525000.0,3.4,188290.0,-336710.0,22.9
hospital_5126,Beaconsfield District Health Service,"13, Bolton Street, Beaconsfield, TAS",TAS,Item 135,4118,1,0,32944.0,430806.0,142166.0,525000.0,3.7,172322.0,-352678.0,20.1
medical_centre_137,Greenway Medical Centre,"5 Greenway Drive, Tuggerah NSW 2259",NSW,Item 136,14455,8,1,27754.0,362932.0,119767.0,525000.0,4.4,145173.0,-379827.0,14.5
hospital_5124,Toosey Aged and Community Care,"10, Archer Street, Longford, TAS",TAS,Item 135,4512,2,1,25989.0,339858.0,112153.0,525000.0,4.7,135943.0,-389057.0,12.3
hospital_5111,North West Private Hospital,"21, Brickport Road, Cooee, TAS",TAS,Item 135,10315,10,3,18605.0,243290.0,80286.0,525000.0,6.5,97316.0,-427684.0,7.7
hospital_5127,Smithton District Hospital,"74, Brittons Road, Smithton, TAS",TAS,Item 135,4039,4,1,13959.0,182538.0,60238.0,525000.0,8.7,73015.0,-451985.0,5.7
supermarket_28043,Near Joy's Shop,"NSW, Australia (OSM:320068027)",NSW,Item 131,444,0,0,7104.0,92898.0,30656.0,525000.0,17.1,37159.0,-487841.0,2.9
supermarket_28179,Near Urbenville General Store and Takeaway,"43, Urben Street, NSW, Australia",NSW,Item 131,0,0,1,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_28174,Near 5 Star Supermarket,"NSW, Australia (OSM:729199109)",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27861,Near IGA,"VIC, Australia (OSM:890988611)",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_28265,Near Star Point Groceries,"NSW, Australia (OSM:1409944143)",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_28274,Near Foodworks,"NSW, Australia (OSM:1459753190)",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
medical_centre_53,Port Macquarie Medical Centre,"2 Hayward Street, Port Macquarie NSW 2444",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
medical_centre_130,Ochre Health Broken Hill,Broken Hill NSW 2880,NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27993,Near TJ's Roadhouse,"NSW, Australia (OSM:194729657)",NSW,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27749,Near Cann River Friendly Grocer,"VIC, Australia (OSM:392556904)",VIC,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27773,Near IGA Friendly Grocer,"40, Main Street, Derrinallum, VIC, Australia",VIC,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27287,Near Friendly Grocer,"QLD, Australia (OSM:168516405)",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27327,Near Unknown Supermarket,"QLD, Australia (OSM:338641936)",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27330,Near Unknown Supermarket,"QLD, Australia (OSM:355604898)",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27342,Near Yandaran General Store,"26, Main Street, QLD, Australia",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
supermarket_27502,Near Unknown Supermarket,"QLD, Australia (OSM:1441771318)",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
medical_centre_184,Emerald Medical Centre,"5 Hospital Road, Emerald QLD 4720",QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_4274,Gap: Texas Pharmacy ↔ Granite Belt Pharmacy,Midpoint between TEXAS and STANTHORPE,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_4275,Gap: Texas Pharmacy ↔ Stanthorpe Amcal Chemist,Midpoint between TEXAS and STANTHORPE,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_7688,Gap: Texas Pharmacy ↔ Amcal+ Pharmacy Stanthorpe,Midpoint between TEXAS and Stanthorpe,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_4169,Gap: Texas Pharmacy ↔ Lucy Walker Pharmacy,Midpoint between TEXAS and GOONDIWINDI,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_4168,Gap: Texas Pharmacy ↔ Allen's Pharmacy,Midpoint between TEXAS and GOONDIWINDI,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4219_4208,Gap: Texas Pharmacy ↔ Inglewood Pharmacy,Midpoint between TEXAS and INGLEWOOD,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4274_4208,Gap: Granite Belt Pharmacy ↔ Inglewood Pharmacy,Midpoint between STANTHORPE and INGLEWOOD,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4274_7930,Gap: Granite Belt Pharmacy ↔ Woodenbong Pharmacy - Chemist,Midpoint between STANTHORPE and ,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4275_4208,Gap: Stanthorpe Amcal Chemist ↔ Inglewood Pharmacy,Midpoint between STANTHORPE and INGLEWOOD,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
gap_4275_7930,Gap: Stanthorpe Amcal Chemist ↔ Woodenbong Pharmacy - Chemist,Midpoint between STANTHORPE and ,QLD,Item 131,0,0,0,0,0.0,0.0,525000.0,999.0,0.0,-525000.0,0.0
